polaridad,sentimiento,significado,year
0.1499999999999999,2,Positivo,2014.0
0.1499999999999999,2,Positivo,2014.0
0.0,1,Neutro,2014.0
0.0,1,Neutro,2014.0
-0.4,0,Negativo,2012.0
-0.3374999999999999,0,Negativo,2011.0
0.3666666666666667,2,Positivo,2012.0
0.0,1,Neutro,2009.0
0.3333333333333333,2,Positivo,2006.0
0.2153846153846154,2,Positivo,2014.0
0.0,1,Neutro,2013.0
0.0414130434782608,2,Positivo,2017.0
-0.4,0,Negativo,2014.0
-0.4,0,Negativo,2014.0
0.0,1,Neutro,2015.0
0.125,2,Positivo,2013.0
-0.0666666666666666,0,Negativo,2006.0
0.05,2,Positivo,2014.0
0.08,2,Positivo,2014.0
0.08,2,Positivo,2014.0
1.0,2,Positivo,2014.0
1.0,2,Positivo,2014.0
0.0,1,Neutro,2014.0
0.0,1,Neutro,2014.0
0.2,2,Positivo,2014.0
0.2,2,Positivo,2014.0
0.0166666666666666,2,Positivo,2011.0
0.0633333333333333,2,Positivo,2014.0
0.0633333333333333,2,Positivo,2014.0
-0.0916666666666666,0,Negativo,2015.0
0.075,2,Positivo,2014.0
0.1417388167388167,2,Positivo,2014.0
0.2185714285714285,2,Positivo,2013.0
0.40810546875,2,Positivo,2012.0
0.2,2,Positivo,2013.0
0.2,2,Positivo,2013.0
0.0,1,Neutro,2014.0
0.8,2,Positivo,2012.0
0.2166666666666666,2,Positivo,2015.0
-0.275,0,Negativo,2016.0
0.2071428571428571,2,Positivo,2015.0
-0.4,0,Negativo,2016.0
0.1999999999999999,2,Positivo,2015.0
0.2,2,Positivo,2011.0
0.3875,2,Positivo,2014.0
0.3875,2,Positivo,2014.0
-0.5,0,Negativo,2012.0
-0.15,0,Negativo,2014.0
-0.1083333333333333,0,Negativo,2013.0
-0.0073148148148148,0,Negativo,2015.0
0.0,1,Neutro,2013.0
0.2,2,Positivo,2014.0
0.2,2,Positivo,2014.0
-0.0124999999999999,0,Negativo,2011.0
0.2,2,Positivo,2006.0
1.0,2,Positivo,2014.0
1.0,2,Positivo,2014.0
0.3,2,Positivo,2013.0
-0.05,0,Negativo,2015.0
0.8333333333333334,2,Positivo,2011.0
0.0499999999999999,2,Positivo,2011.0
0.35,2,Positivo,2016.0
0.1333333333333333,2,Positivo,2006.0
0.0,1,Neutro,2014.0
-0.04,0,Negativo,2010.0
0.6000000000000001,2,Positivo,2012.0
0.0,1,Neutro,2012.0
0.7,2,Positivo,2012.0
0.041025641025641,2,Positivo,2015.0
-0.05,0,Negativo,2014.0
-0.05,0,Negativo,2014.0
0.7,2,Positivo,2012.0
-0.6000000000000001,0,Negativo,2015.0
0.0,1,Neutro,2014.0
0.0,1,Neutro,2014.0
0.1333333333333333,2,Positivo,2011.0
0.3666666666666667,2,Positivo,2012.0
-0.040625,0,Negativo,2014.0
-0.040625,0,Negativo,2014.0
-0.01,0,Negativo,2014.0
0.0,1,Neutro,2012.0
0.0,1,Neutro,2014.0
0.0,1,Neutro,2013.0
0.0,1,Neutro,2014.0
0.0,1,Neutro,2014.0
0.0875,2,Positivo,2014.0
0.0875,2,Positivo,2014.0
0.0,1,Neutro,2012.0
1.0,2,Positivo,2016.0
0.6,2,Positivo,2014.0
0.6,2,Positivo,2014.0
0.5,2,Positivo,2010.0
-1.0,0,Negativo,2003.0
1.0,2,Positivo,2014.0
1.0,2,Positivo,2014.0
-0.005,0,Negativo,2014.0
-0.005,0,Negativo,2014.0
0.0,1,Neutro,2006.0
0.5,2,Positivo,2014.0
0.0,1,Neutro,2014.0
-0.1,0,Negativo,2012.0
-0.2249999999999999,0,Negativo,2014.0
0.3,2,Positivo,2013.0
0.0,1,Neutro,2014.0
0.2,2,Positivo,2003.0
0.4666666666666666,2,Positivo,2014.0
0.4666666666666666,2,Positivo,2014.0
0.1466666666666666,2,Positivo,2015.0
0.0861111111111111,2,Positivo,2013.0
0.0974999999999999,2,Positivo,2014.0
0.0974999999999999,2,Positivo,2014.0
0.125,2,Positivo,2015.0
0.0,1,Neutro,2014.0
0.0935714285714286,2,Positivo,2003.0
-0.0893939393939394,0,Negativo,2015.0
0.1499999999999999,2,Positivo,2011.0
0.2333333333333333,2,Positivo,2009.0
-0.175,0,Negativo,2015.0
-0.7,0,Negativo,2012.0
0.0374999999999999,2,Positivo,2014.0
0.0374999999999999,2,Positivo,2014.0
-0.4,0,Negativo,2015.0
0.0,1,Neutro,2006.0
0.1333333333333333,2,Positivo,2014.0
0.1333333333333333,2,Positivo,2014.0
-0.05,0,Negativo,2012.0
0.05,2,Positivo,2006.0
0.06875,2,Positivo,2012.0
0.0,1,Neutro,2013.0
-0.2,0,Negativo,2011.0
-0.4,0,Negativo,2016.0
-0.0211274509803921,0,Negativo,2012.0
0.2201388888888889,2,Positivo,2006.0
0.3199999999999999,2,Positivo,2006.0
-0.2749999999999999,0,Negativo,2014.0
0.0,1,Neutro,2014.0
0.0,1,Neutro,2012.0
0.0,1,Neutro,2011.0
0.1286873840445268,2,Positivo,2015.0
0.1731203007518796,2,Positivo,2014.0
-0.3125,0,Negativo,2012.0
1.0,2,Positivo,2014.0
1.0,2,Positivo,2014.0
0.25,2,Positivo,2012.0
-0.3666666666666667,0,Negativo,2012.0
0.134375,2,Positivo,2014.0
0.134375,2,Positivo,2014.0
0.5,2,Positivo,2012.0
0.0,1,Neutro,2016.0
0.0,1,Neutro,2016.0
0.2,2,Positivo,2014.0
-0.4273809523809523,0,Negativo,2017.0
0.0,1,Neutro,2014.0
-0.56,0,Negativo,2014.0
-0.56,0,Negativo,2014.0
0.0,1,Neutro,2014.0
0.0,1,Neutro,2014.0
0.0,1,Neutro,2012.0
0.0,1,Neutro,2012.0
0.0,1,Neutro,2014.0
0.0,1,Neutro,2014.0
0.0,1,Neutro,2014.0
0.0,1,Neutro,2014.0
0.0,1,Neutro,2015.0
0.0,1,Neutro,2014.0
0.6,2,Positivo,2012.0
0.0,1,Neutro,2009.0
0.0,1,Neutro,2012.0
0.5833333333333334,2,Positivo,2000.0
0.0,1,Neutro,2010.0
0.0,1,Neutro,2012.0
0.0,1,Neutro,2013.0
0.0,1,Neutro,2012.0
0.0,1,Neutro,2013.0
0.2739285714285714,2,Positivo,2015.0
0.0583333333333333,2,Positivo,2015.0
1.0,2,Positivo,2012.0
1.0,2,Positivo,2014.0
1.0,2,Positivo,2014.0
1.0,2,Positivo,2014.0
0.0,1,Neutro,2012.0
0.75,2,Positivo,2013.0
1.0,2,Positivo,2015.0
-0.0333333333333333,0,Negativo,2017.0
0.0,1,Neutro,2014.0
0.0,1,Neutro,2014.0
0.0,1,Neutro,2011.0
-0.475,0,Negativo,2012.0
0.3666666666666667,2,Positivo,2014.0
0.3666666666666667,2,Positivo,2014.0
-0.03125,0,Negativo,2012.0
0.0020833333333333,2,Positivo,2015.0
0.13,2,Positivo,2012.0
0.2071428571428571,2,Positivo,2013.0
0.4599999999999999,2,Positivo,2013.0
-0.1,0,Negativo,2014.0
0.0719047619047618,2,Positivo,2015.0
0.1944444444444444,2,Positivo,2008.0
0.2404761904761904,2,Positivo,2013.0
1.0,2,Positivo,2014.0
1.0,2,Positivo,2014.0
-0.8,0,Negativo,2012.0
-0.4,0,Negativo,2006.0
-0.075,0,Negativo,2013.0
0.1666666666666666,2,Positivo,2014.0
0.0541666666666666,2,Positivo,2017.0
0.0,1,Neutro,2014.0
0.0999999999999999,2,Positivo,2011.0
1.0,2,Positivo,2006.0
0.0,1,Neutro,2014.0
0.0,1,Neutro,2014.0
0.0,1,Neutro,2011.0
0.0,1,Neutro,2017.0
0.0999999999999999,2,Positivo,2009.0
0.3,2,Positivo,2014.0
0.3,2,Positivo,2014.0
0.1040816326530612,2,Positivo,2015.0
0.068954248366013,2,Positivo,2014.0
0.068954248366013,2,Positivo,2014.0
0.0666666666666666,2,Positivo,2011.0
0.0499999999999999,2,Positivo,2014.0
0.0176619132501485,2,Positivo,2016.0
0.0282470703125,2,Positivo,2009.0
-0.025,0,Negativo,2012.0
0.1333333333333333,2,Positivo,2006.0
0.3,2,Positivo,2014.0
0.3,2,Positivo,2014.0
0.3411458333333333,2,Positivo,2008.0
0.0291666666666666,2,Positivo,2017.0
0.25,2,Positivo,2013.0
-0.1833333333333333,0,Negativo,2012.0
0.0,1,Neutro,2014.0
0.0,1,Neutro,2008.0
0.0,1,Neutro,2011.0
0.0,1,Neutro,2014.0
0.0,1,Neutro,2014.0
0.0,1,Neutro,2013.0
-0.1642857142857142,0,Negativo,2011.0
0.3333333333333333,2,Positivo,2012.0
0.1785714285714285,2,Positivo,2011.0
-0.4,0,Negativo,2012.0
0.0,1,Neutro,2006.0
0.2454545454545454,2,Positivo,2013.0
0.1362121212121212,2,Positivo,2014.0
0.1362121212121212,2,Positivo,2014.0
0.0,1,Neutro,2013.0
-0.0226190476190476,0,Negativo,2007.0
0.65,2,Positivo,2014.0
0.65,2,Positivo,2014.0
0.0,1,Neutro,2011.0
0.1,2,Positivo,2014.0
0.1,2,Positivo,2014.0
0.5,2,Positivo,2014.0
0.5,2,Positivo,2014.0
0.0,1,Neutro,2015.0
0.05,2,Positivo,2015.0
1.0,2,Positivo,2009.0
0.625,2,Positivo,2011.0
0.0,1,Neutro,2009.0
0.1732954545454545,2,Positivo,2006.0
0.215,2,Positivo,2013.0
0.7,2,Positivo,2014.0
0.7,2,Positivo,2014.0
0.4666666666666666,2,Positivo,2006.0
0.5375,2,Positivo,2011.0
0.53125,2,Positivo,2007.0
0.5916666666666667,2,Positivo,2011.0
-0.2,0,Negativo,2006.0
-0.4277777777777777,0,Negativo,2012.0
0.0314322916666666,2,Positivo,2011.0
-0.0314900153609831,0,Negativo,2017.0
0.3,2,Positivo,2011.0
0.1839285714285714,2,Positivo,2015.0
0.3854166666666667,2,Positivo,2014.0
0.0391025641025641,2,Positivo,2017.0
0.0,1,Neutro,2009.0
0.8,2,Positivo,2014.0
0.8,2,Positivo,2014.0
0.5,2,Positivo,2014.0
0.5,2,Positivo,2014.0
-0.4,0,Negativo,2015.0
-0.4,0,Negativo,2014.0
-0.4,0,Negativo,2014.0
0.6499999999999999,2,Positivo,2014.0
0.6499999999999999,2,Positivo,2014.0
1.0,2,Positivo,2014.0
1.0,2,Positivo,2014.0
-0.0601851851851851,0,Negativo,2017.0
0.15,2,Positivo,2014.0
0.15,2,Positivo,2014.0
0.3125,2,Positivo,2015.0
0.0124999999999999,2,Positivo,2011.0
-0.125,0,Negativo,2015.0
0.18,2,Positivo,2015.0
0.0333333333333333,2,Positivo,2014.0
0.26875,2,Positivo,2016.0
0.0266666666666666,2,Positivo,2014.0
0.0266666666666666,2,Positivo,2014.0
-0.1089285714285714,0,Negativo,2006.0
0.3,2,Positivo,2012.0
0.5,2,Positivo,2005.0
0.0,1,Neutro,2000.0
0.0,1,Neutro,2014.0
0.0,1,Neutro,2014.0
0.0,1,Neutro,2013.0
0.5,2,Positivo,2009.0
1.0,2,Positivo,2009.0
0.0,1,Neutro,2015.0
0.0,1,Neutro,2014.0
0.0,1,Neutro,2014.0
0.0,1,Neutro,2000.0
0.0,1,Neutro,2012.0
-1.0,0,Negativo,2006.0
0.15,2,Positivo,2012.0
0.3,2,Positivo,2012.0
0.8,2,Positivo,2012.0
0.0,1,Neutro,2012.0
0.1249999999999999,2,Positivo,2012.0
0.0,1,Neutro,1997.0
0.4666666666666666,2,Positivo,2001.0
0.475,2,Positivo,2014.0
0.475,2,Positivo,2014.0
0.475,2,Positivo,2000.0
0.475,2,Positivo,2012.0
0.6,2,Positivo,2014.0
0.6,2,Positivo,2014.0
-0.025,0,Negativo,2012.0
-0.4,0,Negativo,2000.0
0.5,2,Positivo,2012.0
0.0,1,Neutro,2013.0
0.3,2,Positivo,2012.0
0.0,1,Neutro,2013.0
0.3333333333333333,2,Positivo,2014.0
0.2333333333333333,2,Positivo,2012.0
0.4333333333333333,2,Positivo,2017.0
0.2666666666666666,2,Positivo,2014.0
0.1270833333333333,2,Positivo,2013.0
0.0,1,Neutro,2009.0
0.0,1,Neutro,2014.0
0.5,2,Positivo,2015.0
0.1231481481481481,2,Positivo,2016.0
0.0,1,Neutro,2014.0
0.8,2,Positivo,2014.0
-0.5125,0,Negativo,2008.0
-0.0979166666666666,0,Negativo,2016.0
0.1,2,Positivo,2012.0
0.1999999999999999,2,Positivo,2012.0
0.0,1,Neutro,2013.0
0.0666666666666667,2,Positivo,2013.0
0.6000000000000001,2,Positivo,2013.0
0.25,2,Positivo,2015.0
0.205,2,Positivo,2014.0
0.205,2,Positivo,2014.0
0.0,1,Neutro,2009.0
0.0,1,Neutro,2012.0
0.0527358906525573,2,Positivo,2014.0
0.0,1,Neutro,2013.0
-0.0306089743589743,0,Negativo,2015.0
-0.1966666666666666,0,Negativo,2017.0
0.0006410256410256,2,Positivo,2015.0
0.4,2,Positivo,2015.0
1.0,2,Positivo,2013.0
0.0,1,Neutro,2012.0
0.4,2,Positivo,2014.0
0.4,2,Positivo,2014.0
1.0,2,Positivo,2004.0
0.3,2,Positivo,2013.0
-0.0679999999999999,0,Negativo,2014.0
-0.0679999999999999,0,Negativo,2014.0
0.325,2,Positivo,2015.0
0.0,1,Neutro,2000.0
-0.6699999999999999,0,Negativo,2012.0
0.25,2,Positivo,2011.0
-0.0361111111111111,0,Negativo,2010.0
0.233080808080808,2,Positivo,2013.0
0.2638888888888889,2,Positivo,2011.0
0.25,2,Positivo,2009.0
0.1499999999999999,2,Positivo,2011.0
0.557142857142857,2,Positivo,2012.0
0.1642857142857142,2,Positivo,2013.0
-0.1178571428571428,0,Negativo,2012.0
0.0,1,Neutro,2013.0
0.552,2,Positivo,2013.0
0.0119047619047619,2,Positivo,2011.0
0.0719298245614035,2,Positivo,2017.0
0.0,1,Neutro,2015.0
0.2333333333333333,2,Positivo,2015.0
0.0272727272727272,2,Positivo,2013.0
0.14,2,Positivo,2013.0
0.2662337662337662,2,Positivo,2011.0
0.0,1,Neutro,2015.0
0.1791666666666666,2,Positivo,2014.0
0.0,1,Neutro,2015.0
0.2163131313131313,2,Positivo,2014.0
-0.9765625,0,Negativo,2014.0
-0.4,0,Negativo,2014.0
-0.4,0,Negativo,2014.0
-0.0666666666666666,0,Negativo,2014.0
0.3,2,Positivo,2012.0
-0.1,0,Negativo,2013.0
0.2333333333333333,2,Positivo,2013.0
0.0771464646464646,2,Positivo,2012.0
0.0395833333333333,2,Positivo,2014.0
0.1385281385281385,2,Positivo,2006.0
0.015,2,Positivo,2011.0
-0.009375,0,Negativo,2017.0
0.0,1,Neutro,2014.0
-0.1611111111111111,0,Negativo,2014.0
0.6000000000000001,2,Positivo,2014.0
0.6000000000000001,2,Positivo,2014.0
0.0,1,Neutro,2015.0
0.1624999999999999,2,Positivo,2016.0
-0.1066666666666666,0,Negativo,2016.0
0.2266666666666666,2,Positivo,2012.0
-0.125,0,Negativo,2009.0
0.1448717948717948,2,Positivo,2012.0
0.155,2,Positivo,2011.0
0.2872727272727273,2,Positivo,2010.0
0.2214285714285714,2,Positivo,2009.0
0.16,2,Positivo,2009.0
-0.05,0,Negativo,2013.0
0.0637499999999999,2,Positivo,2013.0
0.3,2,Positivo,2012.0
-0.0814102564102564,0,Negativo,2014.0
0.1333333333333333,2,Positivo,2016.0
0.3835353535353534,2,Positivo,2015.0
0.084090909090909,2,Positivo,2000.0
0.025216049382716,2,Positivo,2012.0
-0.12,0,Negativo,2013.0
0.2333333333333333,2,Positivo,2013.0
0.0,1,Neutro,2014.0
0.0,1,Neutro,2014.0
0.1266584766584766,2,Positivo,2012.0
-0.1,0,Negativo,2015.0
0.1209312169312169,2,Positivo,2015.0
-0.2486607142857143,0,Negativo,2014.0
-0.2486607142857143,0,Negativo,2014.0
0.0,1,Neutro,2010.0
-0.2,0,Negativo,2010.0
-0.4,0,Negativo,2013.0
-0.0833333333333333,0,Negativo,2010.0
0.0,1,Neutro,2012.0
1.0,2,Positivo,2015.0
0.125,2,Positivo,2013.0
-0.4,0,Negativo,2016.0
-0.4875,0,Negativo,2015.0
0.0,1,Neutro,2014.0
-0.4,0,Negativo,2014.0
-0.4,0,Negativo,2014.0
0.0065151515151515,2,Positivo,2017.0
0.1499999999999999,2,Positivo,2016.0
0.0,1,Neutro,2004.0
0.0,1,Neutro,2009.0
0.0123076923076923,2,Positivo,2014.0
-0.0499999999999999,0,Negativo,2012.0
0.0333333333333333,2,Positivo,2013.0
0.2714285714285714,2,Positivo,2011.0
0.3910714285714285,2,Positivo,2012.0
0.3399999999999999,2,Positivo,2011.0
0.675,2,Positivo,2011.0
0.1452932098765432,2,Positivo,2016.0
0.1118749999999999,2,Positivo,2015.0
-0.159375,0,Negativo,2013.0
0.1666666666666666,2,Positivo,2013.0
0.0,1,Neutro,2014.0
0.0083333333333333,2,Positivo,2015.0
0.5,2,Positivo,2015.0
0.0,1,Neutro,2012.0
0.0,1,Neutro,2010.0
0.1916666666666666,2,Positivo,2012.0
-0.1,0,Negativo,2011.0
-0.12,0,Negativo,2009.0
-0.21875,0,Negativo,2015.0
0.125,2,Positivo,2015.0
0.2416666666666667,2,Positivo,2015.0
-0.1125,0,Negativo,2002.0
0.0423911736411736,2,Positivo,2014.0
0.02375,2,Positivo,2013.0
0.1392880670054583,2,Positivo,2014.0
0.0833333333333333,2,Positivo,2006.0
0.1775378787878788,2,Positivo,2013.0
-0.2,0,Negativo,2009.0
0.3125,2,Positivo,2009.0
-0.0125,0,Negativo,2010.0
-0.0166666666666666,0,Negativo,2012.0
-0.3333333333333333,0,Negativo,2007.0
0.1857142857142857,2,Positivo,2010.0
0.2299999999999999,2,Positivo,2011.0
-0.1024999999999999,0,Negativo,2013.0
0.36,2,Positivo,2011.0
0.0666666666666666,2,Positivo,2015.0
0.246590909090909,2,Positivo,2013.0
-0.4,0,Negativo,2013.0
-0.4,0,Negativo,2014.0
-0.265,0,Negativo,2016.0
0.3,2,Positivo,2013.0
0.2571428571428572,2,Positivo,2015.0
0.2083333333333333,2,Positivo,2013.0
-0.1428535353535353,0,Negativo,2013.0
-0.1816666666666667,0,Negativo,2014.0
1.0,2,Positivo,2012.0
0.28125,2,Positivo,2012.0
0.1822222222222222,2,Positivo,2014.0
0.1822222222222222,2,Positivo,2014.0
0.2355681818181819,2,Positivo,2015.0
0.04375,2,Positivo,2015.0
0.059375,2,Positivo,2014.0
0.0,1,Neutro,2015.0
0.3,2,Positivo,2014.0
0.3,2,Positivo,2014.0
-0.0297619047619047,0,Negativo,2013.0
0.0,1,Neutro,2004.0
0.0,1,Neutro,2014.0
0.0,1,Neutro,2014.0
0.0,1,Neutro,2008.0
-0.1333333333333333,0,Negativo,2010.0
0.0,1,Neutro,2013.0
0.0,1,Neutro,2008.0
0.0336309523809523,2,Positivo,2014.0
0.17625,2,Positivo,2016.0
0.0,1,Neutro,2017.0
-0.1142857142857143,0,Negativo,2014.0
0.25,2,Positivo,2013.0
-0.0860349206349206,0,Negativo,2014.0
0.1825569358178053,2,Positivo,2014.0
0.0319638694638694,2,Positivo,2014.0
0.625,2,Positivo,2013.0
0.0,1,Neutro,2014.0
0.2307692307692307,2,Positivo,2010.0
-0.140987460815047,0,Negativo,2014.0
-0.140987460815047,0,Negativo,2014.0
0.1666666666666666,2,Positivo,2013.0
0.0,1,Neutro,2014.0
0.0,1,Neutro,2013.0
0.0,1,Neutro,2013.0
0.0,1,Neutro,2016.0
0.0,1,Neutro,2013.0
0.6,2,Positivo,2012.0
0.0125,2,Positivo,2013.0
0.0714285714285714,2,Positivo,2012.0
-0.105,0,Negativo,2015.0
0.525,2,Positivo,2012.0
0.3,2,Positivo,2010.0
0.0590909090909091,2,Positivo,2003.0
0.1499999999999999,2,Positivo,2013.0
0.8,2,Positivo,2014.0
0.8,2,Positivo,2014.0
0.0,1,Neutro,2015.0
0.0,1,Neutro,2012.0
-0.0364583333333333,0,Negativo,2014.0
0.1499999999999999,2,Positivo,2014.0
0.0,1,Neutro,2014.0
0.0,1,Neutro,2014.0
0.0499999999999999,2,Positivo,2009.0
0.2590909090909091,2,Positivo,2010.0
-0.4,0,Negativo,2010.0
0.2749999999999999,2,Positivo,2011.0
0.0333333333333333,2,Positivo,2016.0
0.0,1,Neutro,2013.0
-0.17,0,Negativo,2010.0
0.0,1,Neutro,2014.0
0.0,1,Neutro,2014.0
0.8,2,Positivo,2012.0
0.053125,2,Positivo,2009.0
0.7,2,Positivo,2015.0
-0.4625,0,Negativo,2015.0
-0.18,0,Negativo,2006.0
0.0687499999999999,2,Positivo,2014.0
0.0454545454545454,2,Positivo,2006.0
-0.0277548209366391,0,Negativo,2012.0
0.24,2,Positivo,2017.0
-0.2666666666666666,0,Negativo,2015.0
-0.3333333333333333,0,Negativo,2007.0
0.0,1,Neutro,2014.0
0.0,1,Neutro,2014.0
0.4833333333333333,2,Positivo,2012.0
-0.2333333333333333,0,Negativo,2014.0
-0.2333333333333333,0,Negativo,2014.0
1.0,2,Positivo,2014.0
1.0,2,Positivo,2014.0
-0.9765625,0,Negativo,2014.0
0.5,2,Positivo,2013.0
-0.1555555555555555,0,Negativo,2013.0
-0.0499999999999999,0,Negativo,2012.0
0.3875,2,Positivo,2012.0
0.1676470588235294,2,Positivo,2013.0
0.3266666666666666,2,Positivo,2012.0
0.125,2,Positivo,2014.0
0.125,2,Positivo,2014.0
0.8,2,Positivo,2012.0
0.195,2,Positivo,2011.0
0.1055555555555555,2,Positivo,2009.0
0.125,2,Positivo,2016.0
0.3452380952380952,2,Positivo,2014.0
